ORIGIN,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
PWM,10972,281.0,10675.0,1902.0,175202.0,0.025610645278891724,0.17817330210772833,16.412365339578454
RAP,4109,90.0,4008.0,686.0,62879.0,0.02190313944998783,0.17115768463073852,15.688373253493014
RDD,1510,10.0,1497.0,210.0,26010.0,0.006622516556291391,0.1402805611222445,17.374749498997996
RDM,5943,39.0,5893.0,800.0,79918.0,0.006562342251388188,0.13575428474461226,13.561513660274903
RDU,59416,897.0,58391.0,11171.0,946807.0,0.015096943584219738,0.19131372985562844,16.214947509033927
RFD,722,5.0,716.0,166.0,16090.0,0.006925207756232687,0.23184357541899442,22.472067039106147
RHI,725,9.0,716.0,51.0,4381.0,0.012413793103448275,0.0712290502793296,6.118715083798882
RIC,18776,306.0,18431.0,3406.0,286545.0,0.01629740093736685,0.18479735228690794,15.546904671477403
RIW,434,8.0,423.0,52.0,9560.0,0.018433179723502304,0.12293144208037825,22.60047281323877
RKS,433,12.0,418.0,36.0,3724.0,0.02771362586605081,0.0861244019138756,8.909090909090908
RNO,19696,219.0,19423.0,3717.0,292090.0,0.011119008935824532,0.19137105493487103,15.038356587550842
ROA,2780,46.0,2732.0,432.0,39733.0,0.016546762589928057,0.1581259150805271,14.543557833089311
ROC,13052,232.0,12799.0,2113.0,192176.0,0.017775053631627336,0.16509102273615126,15.014923040862568
ROW,852,9.0,841.0,132.0,11255.0,0.01056338028169014,0.15695600475624258,13.382877526753864
RST,1279,30.0,1247.0,161.0,15192.0,0.023455824863174355,0.12910986367281477,12.182838813151564
RSW,33070,462.0,32524.0,6060.0,542467.0,0.013970365890535229,0.18632394539417046,16.678975525765587
SAF,1781,25.0,1752.0,333.0,33079.0,0.01403705783267827,0.19006849315068494,18.880707762557076
SAN,90955,907.0,89722.0,17181.0,1189943.0,0.00997196415810016,0.19149149595416953,13.262555449053744
SAT,39534,377.0,39087.0,6413.0,498068.0,0.009536095512723226,0.1640698953616292,12.742548673471997
SAV,17457,257.0,17151.0,3049.0,254520.0,0.014721888067823796,0.17777389073523409,14.83995102326395
SBA,7201,113.0,7074.0,1225.0,103796.0,0.015692264963199556,0.17316935255866553,14.6728866270851
SBN,5819,57.0,5747.0,981.0,94269.0,0.009795497508162915,0.1706977553506177,16.403166869671132
SBP,4847,47.0,4786.0,968.0,96052.0,0.009696719620383742,0.20225658169661512,20.069368992895946
SCC,415,10.0,404.0,34.0,3401.0,0.024096385542168676,0.08415841584158416,8.418316831683168
SCE,1276,17.0,1256.0,201.0,18220.0,0.013322884012539185,0.16003184713375795,14.506369426751592
SCK,536,3.0,533.0,247.0,16738.0,0.005597014925373134,0.4634146341463415,31.403377110694183
SDF,23376,298.0,23026.0,3602.0,332137.0,0.012748117727583847,0.15643185963693215,14.424433249370278
SEA,163812,986.0,162441.0,30203.0,1899860.0,0.006019095060190951,0.18593212304775272,11.695692589924958
SFB,9102,40.0,9033.0,2210.0,180497.0,0.004394638540980004,0.24465847448245323,19.98195505369202
SFO,135705,1459.0,133925.0,26589.0,1932191.0,0.010751261928447735,0.19853649430651485,14.427410864289714
SGF,7325,53.0,7256.0,1318.0,113700.0,0.007235494880546075,0.1816427783902977,15.66979051819184
SGU,2616,8.0,2602.0,356.0,28854.0,0.0030581039755351682,0.13681783243658724,11.089162182936203
SHR,641,7.0,630.0,91.0,8469.0,0.0109204368174727,0.14444444444444443,13.442857142857143
SHV,3799,47.0,3742.0,713.0,69638.0,0.012371676757041327,0.1905398182789952,18.609834313201496
SIT,1403,22.0,1368.0,168.0,13214.0,0.015680684248039915,0.12280701754385964,9.659356725146198
SJC,52028,415.0,51529.0,7905.0,488473.0,0.007976474206196663,0.153408760115663,9.479574608472898
SJT,1123,26.0,1096.0,147.0,12225.0,0.02315227070347284,0.13412408759124086,11.15419708029197
SJU,32584,377.0,32072.0,8497.0,774617.0,0.011570095752516572,0.2649351459216762,24.152438263906213
SLC,109277,817.0,108169.0,17633.0,1320358.0,0.0074764131518983866,0.16301343268404073,12.206436224796384
SLN,727,10.0,711.0,126.0,18559.0,0.013755158184319119,0.17721518987341772,26.10267229254571
SMF,52940,426.0,52428.0,8322.0,547582.0,0.008046845485455232,0.15873197528038452,10.444457160296025
SMX,107,1.0,106.0,47.0,7300.0,0.009345794392523364,0.44339622641509435,68.86792452830188
SNA,44898,552.0,44210.0,7878.0,602546.0,0.012294534277696112,0.17819497851164895,13.629178918796653
SPI,401,9.0,391.0,94.0,10578.0,0.022443890274314215,0.24040920716112532,27.053708439897697
SPN,392,7.0,385.0,21.0,2952.0,0.017857142857142856,0.05454545454545454,7.667532467532467
SPS,722,19.0,703.0,115.0,14398.0,0.02631578947368421,0.16358463726884778,20.480796586059743
SRQ,15607,174.0,15393.0,2923.0,256359.0,0.011148843467674762,0.1898915091275255,16.65425842915611
STC,118,3.0,115.0,22.0,1327.0,0.025423728813559324,0.19130434782608696,11.539130434782608
STL,61885,574.0,61190.0,12092.0,874135.0,0.009275268643451563,0.19761398921392384,14.285585880045758
STS,3382,16.0,3362.0,580.0,44346.0,0.004730928444707274,0.17251635930993456,13.190362879238549
STT,4688,29.0,4591.0,1119.0,91887.0,0.006186006825938567,0.24373774776737095,20.014593770420387
STX,1106,6.0,1093.0,250.0,19352.0,0.0054249547920434,0.22872827081427263,17.705397987191215
SUN,1680,28.0,1645.0,241.0,26221.0,0.016666666666666666,0.14650455927051673,15.93981762917933
SUX,726,8.0,712.0,121.0,16481.0,0.011019283746556474,0.1699438202247191,23.14747191011236
SWF,480,11.0,467.0,137.0,12223.0,0.022916666666666665,0.29336188436830835,26.173447537473233
SWO,725,15.0,709.0,96.0,10707.0,0.020689655172413793,0.13540197461212977,15.101551480959097
SYR,13294,257.0,13019.0,2290.0,204914.0,0.01933202948698661,0.17589676626469006,15.739611337276289
TLH,4925,59.0,4858.0,649.0,52335.0,0.01197969543147208,0.13359407163441744,10.772951832029642
TOL,393,0.0,392.0,105.0,11778.0,0.0,0.26785714285714285,30.04591836734694
TPA,78663,1188.0,77303.0,15147.0,1203815.0,0.015102398840623928,0.19594323635563948,15.572681525943366
TRI,2755,22.0,2731.0,350.0,29974.0,0.007985480943738656,0.12815818381545221,10.975466861955328
TTN,2253,83.0,2162.0,525.0,52513.0,0.03683976919662672,0.24283071230342276,24.289084181313598
TUL,16219,155.0,16028.0,2250.0,170763.0,0.009556692767741537,0.140379336161717,10.654042924881457
TUS,16729,97.0,16597.0,2348.0,185903.0,0.005798314304501165,0.14147135024402,11.201000180755559
TVC,3947,56.0,3880.0,707.0,60164.0,0.01418799087914872,0.18221649484536082,15.50618556701031
TWF,489,2.0,487.0,29.0,3841.0,0.00408997955010225,0.059548254620123205,7.887063655030801
TXK,1067,22.0,1045.0,194.0,26605.0,0.020618556701030927,0.18564593301435406,25.45933014354067
TYR,1061,25.0,1036.0,212.0,15914.0,0.0235626767200754,0.20463320463320464,15.36100386100386
TYS,13953,132.0,13774.0,2179.0,192793.0,0.009460331111588905,0.15819660229417742,13.996878176274139
USA,764,13.0,750.0,254.0,26587.0,0.017015706806282723,0.33866666666666667,35.449333333333335
VCT,629,6.0,623.0,65.0,10090.0,0.009538950715421303,0.1043338683788122,16.195826645264848
VEL,621,28.0,592.0,103.0,15231.0,0.04508856682769726,0.17398648648648649,25.72804054054054
VLD,819,2.0,817.0,82.0,7567.0,0.002442002442002442,0.1003671970624235,9.261933904528764
VPS,9068,83.0,8949.0,1567.0,160252.0,0.009153065725628583,0.17510336350430217,17.907252206950496
WRG,724,16.0,700.0,108.0,6620.0,0.022099447513812154,0.15428571428571428,9.457142857142857
WYS,294,3.0,290.0,22.0,3215.0,0.01020408163265306,0.07586206896551724,11.086206896551724
XNA,11634,103.0,11502.0,1949.0,166422.0,0.008853360838920406,0.16944879151451922,14.468961919666144
XWA,1687,43.0,1637.0,340.0,35862.0,0.025489033787788974,0.20769700671960903,21.907147220525353
YAK,724,33.0,681.0,105.0,6128.0,0.04558011049723757,0.15418502202643172,8.998531571218797
YUM,1623,13.0,1602.0,173.0,21820.0,0.008009858287122612,0.10799001248439451,13.620474406991262
